step,maxId,removed,holderDegree,s4,v4,s6,v6,s8,v8,s12,v12,holderTrend,bgSucc,bgHits,bgVis,rewireNodes,rewireJoins,edges,holderTrending,entK,entC,entL,holderEntryRule
200,209,48,-1,0,58,0,109,0,122,0,125,0,11,14,123,0,0,575,0,0,0,0,0
400,409,99,-1,0,70,0,176,0,219,0,233,0,14,32,222,0,0,1155,0,0,0,0,0
600,609,160,-1,0,75,0,231,0,311,0,338,0,19,61,316,0,0,1715,0,0,0,0,0
800,809,222,-1,0,86,0,251,0,392,0,426,0,20,62,391,0,0,2274,0,0,0,0,0
1000,1009,267,-1,0,84,0,292,0,458,0,529,0,20,95,457,1,2,2858,0,0,0,1,0
1200,1209,316,-1,0,86,0,313,0,521,0,610,0,20,90,517,2,4,3448,0,0,0,1,0
1400,1409,383,-1,0,87,0,331,0,577,0,701,0,20,102,577,2,4,4031,0,0,0,0,0
1600,1609,446,-1,0,89,0,344,0,628,0,782,0,20,146,633,0,0,4613,0,0,0,0,0
1800,1809,505,-1,0,92,0,387,0,739,0,939,0,20,154,741,0,0,5156,0,0,0,0,0
2000,2009,560,-1,0,96,0,385,0,788,0,1010,0,20,160,788,0,0,5739,0,0,0,0,0
2200,2209,629,-1,0,95,0,419,0,866,0,1125,0,20,172,857,1,2,6301,0,1,0,0,0
2400,2409,698,-1,0,94,0,420,0,906,0,1202,0,20,180,906,4,8,6882,0,3,0,0,0
2600,2609,761,-1,0,93,0,446,0,966,0,1305,0,20,186,968,4,8,7450,0,2,0,0,0
2800,2809,818,-1,0,96,0,445,0,1008,0,1378,0,20,215,1014,4,8,8034,0,1,0,0,0
3000,3009,885,3,0,97,5,473,8,1062,14,1471,0,20,210,1052,4,8,8611,0,0,0,0,0
3200,3209,942,3,0,94,2,454,6,1112,10,1545,0.0095,20,220,1086,3,6,9203,0,0,0,0,0
3400,3409,996,3,1,96,5,488,7,1190,7,1666,0.0212,20,223,1183,2,4,9766,0,1,0,0,0
3600,3609,1045,5,1,100,4,501,7,1239,6,1772,0.039,20,234,1227,3,6,10351,1,2,0,0,1
3800,3809,1104,7,5,96,5,491,9,1253,12,1836,0.0593,20,259,1265,2,4,10942,1,0,0,0,1
4000,4009,1163,9,1,97,3,515,13,1255,14,1895,0.047,20,268,1275,4,8,11537,1,2,0,0,1
4200,4209,1234,12,0,100,3,507,12,1284,18,1981,0.0476,20,245,1285,3,6,12128,1,0,0,0,1
4400,4409,1293,14,1,95,11,519,15,1303,20,2065,0.0375,20,249,1344,2,4,12701,1,0,0,0,1
4600,4609,1350,16,0,96,5,521,15,1380,19,2180,0.0438,20,277,1376,1,2,13283,1,0,0,0,1
4800,4809,1417,19,2,98,11,524,17,1401,20,2243,0.0783,20,284,1402,5,10,13875,1,4,0,0,1
5000,5009,1480,24,3,98,6,523,20,1448,19,2309,0.0832,20,293,1443,7,14,14463,1,1,0,1,1
5200,5209,1540,26,6,97,10,527,18,1470,20,2385,0.0771,20,306,1470,7,14,15051,1,0,0,0,1
5400,5409,1591,29,2,98,10,543,18,1460,20,2452,0.0779,20,349,1485,7,14,15651,1,1,0,2,1
5600,5609,1659,31,2,102,14,539,20,1523,20,2539,0.078,20,327,1508,6,12,16236,1,1,0,0,1
5800,5809,1706,33,1,100,6,537,19,1545,20,2634,0.1029,20,301,1572,4,8,16828,1,0,0,0,1
6000,6009,1769,35,0,98,9,546,20,1603,20,2736,0.1374,20,318,1598,4,8,17417,1,1,0,0,1
6200,6209,1826,37,2,98,10,549,20,1651,20,2815,0.1594,20,302,1615,5,10,18006,1,0,0,1,1
6400,6409,1885,39,1,96,11,565,19,1641,20,2881,0.1691,20,370,1630,5,10,18599,1,1,0,0,1
6600,6609,1939,41,1,96,8,577,20,1655,20,2961,0.1707,20,369,1668,7,14,19202,1,1,0,2,1
