step,maxId,removed,holderDegree,s4,v4,s6,v6,s8,v8,s12,v12,holderTrend,bgSucc,bgHits,bgVis,rewireNodes,rewireJoins,edges,holderTrending,entK,entC,entL,holderEntryRule,deg1,s8i1,trending1,deg2,s8i2,trending2,deg3,s8i3,trending3,deg4,s8i4,trending4
200,209,61,-1,0,57,0,103,0,114,0,118,0,13,22,116,0,0,576,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
400,409,114,-1,0,68,0,167,0,212,0,224,0,15,36,212,0,0,1146,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
600,609,177,-1,0,77,0,210,0,282,0,308,0,19,52,288,0,0,1731,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
800,809,229,-1,0,79,0,250,0,377,0,416,0,20,73,375,0,0,2300,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1000,1009,283,-1,0,84,0,297,0,470,0,537,0,20,81,456,1,2,2865,0,0,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1200,1209,349,-1,0,85,0,308,0,536,0,627,0,20,106,530,2,4,3432,0,0,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1400,1409,411,-1,0,90,0,343,0,610,0,726,0,20,108,611,2,4,4008,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1600,1609,473,-1,0,92,0,362,0,668,0,815,0,20,112,672,1,2,4591,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1800,1809,538,-1,0,90,0,375,0,730,0,898,0,20,160,725,1,2,5156,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2000,2009,601,-1,0,91,0,392,0,771,0,974,0,20,173,774,2,4,5733,0,1,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2200,2209,649,-1,0,92,0,403,0,818,0,1058,0,20,155,825,1,2,6323,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2400,2409,706,-1,0,93,0,418,0,886,0,1155,0,20,165,882,2,4,6900,0,0,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2600,2609,765,-1,0,95,0,439,0,945,0,1255,0,20,179,960,4,8,7481,0,2,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2800,2809,825,-1,0,95,0,452,0,971,0,1342,0,20,173,990,4,8,8070,0,0,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3000,3009,887,-1,0,95,0,447,0,1040,0,1432,0,20,216,1050,2,4,8653,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
