step,maxId,removed,holderDegree,s4,v4,s6,v6,s8,v8,s12,v12,holderTrend,bgSucc,bgHits,bgVis,rewireNodes,rewireJoins,edges,holderTrending,entK,entC,entL,holderEntryRule,deg1,s8i1,trending1,deg2,s8i2,trending2,deg3,s8i3,trending3,deg4,s8i4,trending4
200,209,61,-1,0,57,0,103,0,114,0,118,0,13,22,116,0,0,576,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
400,409,114,-1,0,68,0,167,0,212,0,224,0,15,36,212,0,0,1146,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
600,609,177,-1,0,77,0,210,0,282,0,308,0,19,52,288,0,0,1731,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
800,809,229,-1,0,79,0,250,0,377,0,416,0,20,73,375,0,0,2300,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1000,1009,283,-1,0,84,0,288,0,460,0,541,0,20,84,464,0,0,2863,0,0,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1200,1209,352,-1,0,86,0,301,0,516,0,600,0,20,100,513,0,0,3436,0,0,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1400,1409,408,-1,0,88,0,337,0,579,0,698,0,20,114,586,0,0,3997,0,0,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1600,1609,456,-1,0,92,0,359,0,662,0,809,0,20,109,649,0,0,4575,0,1,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
1800,1809,511,-1,0,88,0,384,0,737,0,925,0,20,150,734,0,0,5147,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2000,2009,567,-1,0,93,0,406,0,811,0,1024,0,20,169,809,0,0,5710,0,1,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2200,2209,629,-1,0,92,0,416,0,849,0,1109,0,20,166,834,0,0,6298,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2400,2409,679,-1,0,94,0,416,0,873,0,1166,0,20,163,869,0,0,6884,0,1,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2600,2609,747,-1,0,92,0,426,0,902,0,1228,0,20,176,905,0,0,7461,0,2,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2800,2809,791,-1,0,94,0,433,0,968,0,1361,0,20,179,971,0,0,8040,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
3000,3009,835,-1,0,91,0,443,0,1005,0,1425,0,20,205,995,0,0,8629,0,0,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0
