step,maxId,removed,holderDegree,s4,v4,s6,v6,s8,v8,s12,v12,holderTrend,bgSucc,bgHits,bgVis,rewireNodes,rewireJoins,edges,holderTrending,entK,entC,entL,holderEntryRule
200,209,58,-1,0,55,0,103,0,113,0,111,0,10,16,113,0,0,581,0,0,0,0,0
400,409,126,-1,0,70,0,164,0,200,0,210,0,15,45,201,0,0,1132,0,0,0,0,0
600,609,184,-1,0,79,0,226,0,294,0,317,0,15,54,293,0,0,1695,0,0,0,0,0
800,809,243,-1,0,82,0,256,0,372,0,412,0,20,79,376,0,0,2262,0,0,0,0,0
1000,1009,294,-1,0,85,0,293,0,446,0,507,0,19,83,447,0,0,2838,0,0,0,0,0
1200,1209,360,-1,0,89,0,320,0,525,0,595,0,20,99,521,0,0,3392,0,0,0,0,0
1400,1409,419,-1,0,90,0,322,0,580,0,683,0,20,109,571,0,0,3967,0,0,0,0,0
1600,1609,482,-1,0,91,0,353,0,635,0,772,0,20,143,655,0,0,4539,0,0,0,0,0
1800,1809,540,-1,0,93,0,361,0,672,0,848,0,20,137,675,0,0,5113,0,0,0,0,0
2000,2009,608,-1,0,88,0,387,0,737,0,948,0,20,160,744,0,0,5682,0,0,0,0,0
2200,2209,672,-1,0,93,0,398,0,785,0,1038,0,20,152,782,0,0,6263,0,0,0,0,0
2400,2409,735,-1,0,91,0,406,0,829,0,1112,0,20,195,820,5,10,6854,0,5,0,0,0
2600,2609,807,-1,0,90,0,414,0,854,0,1190,0,20,172,860,1,2,7432,0,0,0,0,0
2800,2809,859,-1,0,91,0,424,0,905,0,1262,0,20,187,910,0,0,8017,0,0,0,0,0
3000,3009,922,3,2,96,0,447,5,970,10,1376,0,20,234,970,0,0,8603,0,0,0,0,0
3200,3209,979,3,0,95,1,449,5,1020,8,1460,0.0225,20,203,1032,0,0,9179,0,0,0,0,0
3400,3409,1034,3,0,97,3,453,2,1058,9,1553,0.0176,20,211,1082,1,2,9765,0,1,0,0,0
3600,3609,1101,3,1,97,2,462,7,1102,9,1636,0.0136,20,211,1113,1,2,10339,0,0,0,0,0
3800,3809,1165,3,0,96,2,471,4,1160,8,1724,0.0104,20,226,1140,2,4,10921,0,1,0,0,0
4000,4009,1223,3,0,97,3,487,4,1195,5,1821,0.0304,20,227,1180,2,4,11509,0,0,0,0,0
4200,4209,1281,3,0,99,3,491,2,1241,5,1908,0.0235,20,276,1254,1,2,12079,0,0,0,0,0
4400,4409,1345,3,0,99,1,499,6,1261,3,1986,0.0179,20,215,1263,1,2,12661,0,0,0,0,0
4600,4609,1410,3,0,94,2,517,4,1303,7,2046,0.0585,20,270,1283,1,2,13252,0,0,0,0,0
4800,4809,1475,3,0,99,0,516,1,1369,6,2129,0.1051,20,278,1329,0,0,13814,0,0,0,0,0
5000,5009,1531,5,0,99,2,507,7,1357,9,2208,0.1412,20,273,1380,1,2,14405,1,1,0,0,1
5200,5209,1589,7,1,99,2,520,6,1395,15,2293,0.133,20,278,1388,2,4,14992,1,1,0,0,1
5400,5409,1649,8,1,99,4,517,7,1420,16,2361,0.1494,20,308,1441,3,6,15583,1,1,0,0,1
5600,5609,1706,10,0,98,5,518,11,1463,19,2493,0.1592,20,276,1483,4,8,16167,1,1,0,0,1
5800,5809,1769,12,0,101,4,539,12,1497,18,2574,0.1481,20,293,1517,4,8,16743,1,0,0,0,1
6000,6009,1835,14,0,97,5,532,16,1504,20,2623,0.1393,20,289,1527,4,8,17338,1,1,0,0,1
6200,6209,1908,16,1,97,4,550,15,1537,20,2726,0.1368,20,299,1550,4,8,17923,1,0,0,0,1
