step,maxId,removed,holderDegree,s4,v4,s6,v6,s8,v8,s12,v12,holderTrend,bgSucc,bgHits,bgVis,rewireNodes,rewireJoins,edges,holderTrending
200,209,59,-1,0,59,0,106,0,115,0,120,0,12,20,118,0,0,569,0
400,409,126,-1,0,72,0,176,0,213,0,217,0,17,45,214,0,0,1111,0
600,609,196,-1,0,82,0,225,0,298,0,318,0,20,60,301,0,0,1644,0
800,809,245,-1,0,81,0,255,0,365,0,401,0,18,57,361,0,0,2213,0
1000,1009,308,-1,0,89,0,293,0,449,0,507,0,20,86,452,0,0,2761,0
1200,1209,359,-1,0,89,0,308,0,526,0,602,0,20,108,522,0,0,3342,0
1400,1409,411,-1,0,88,0,337,0,567,0,681,0,20,112,580,1,2,3918,0
1600,1609,481,-1,0,89,0,356,0,656,0,774,0,20,134,644,1,2,4498,0
1800,1809,539,-1,0,92,0,361,0,689,0,856,0,20,143,683,1,2,5078,0
2000,2009,606,-1,0,90,0,379,0,731,0,941,0,20,139,722,2,4,5666,0
2200,2209,664,-1,0,96,0,376,0,766,0,1013,0,20,147,766,3,6,6251,0
2400,2409,709,-1,0,93,0,402,0,818,0,1104,0,20,171,847,4,8,6841,0
2600,2609,751,-1,0,93,0,391,0,883,0,1191,0,20,175,875,5,10,7437,0
2800,2809,805,-1,0,93,0,422,0,933,0,1288,0,20,176,920,4,8,8034,0
3000,3009,869,3,1,92,3,439,6,1030,9,1411,0,20,227,1007,3,6,8583,0
3200,3209,927,3,1,94,0,451,2,1035,9,1499,0,20,206,1057,5,10,9178,0
3400,3409,983,3,0,94,1,456,5,1080,11,1575,0,20,219,1094,5,10,9768,0
3600,3609,1040,3,1,96,1,463,8,1127,8,1688,0,20,219,1155,4,8,10355,0
3800,3809,1090,3,1,96,2,471,4,1168,12,1767,0,20,249,1170,3,6,10951,0
4000,4009,1156,3,0,97,3,499,5,1222,13,1864,0,20,251,1219,4,8,11524,0
4200,4209,1212,3,0,93,2,498,5,1253,7,1931,0,20,247,1248,4,8,12112,0
4400,4409,1273,3,0,96,0,507,8,1291,4,2021,0.02,20,265,1296,4,8,12696,0
4600,4609,1332,3,0,94,2,495,3,1315,10,2107,0.0156,20,245,1313,3,6,13283,0
4800,4809,1406,3,0,94,1,508,5,1365,11,2190,0.0507,20,304,1382,4,8,13866,0
5000,5009,1481,3,1,97,0,523,0,1380,2,2267,0.0394,20,282,1394,4,8,14459,0
5200,5209,1536,3,1,97,2,522,4,1386,5,2340,0.0304,20,297,1417,4,8,15053,0
5400,5409,1597,3,1,97,0,524,0,1424,4,2423,0.0232,20,310,1454,3,6,15646,0
5600,5609,1652,3,0,98,2,514,4,1459,5,2514,0.0338,20,271,1464,4,8,16244,0
5800,5809,1714,3,0,97,0,536,2,1512,4,2591,0.0257,20,278,1492,5,10,16830,0
6000,6009,1779,3,1,97,1,539,1,1557,2,2691,0.0192,20,321,1577,5,10,17413,0
6200,6209,1831,3,0,100,2,548,3,1567,6,2805,0.074,20,344,1610,6,12,18011,0
6400,6409,1882,3,1,97,1,560,5,1607,4,2883,0.0894,20,333,1631,6,12,18597,0
6600,6609,1955,5,0,99,2,573,7,1664,15,2991,0.1044,20,351,1672,8,16,19174,1
6800,6809,2010,7,1,99,1,581,11,1759,20,3115,0.1497,20,345,1728,9,18,19758,1
7000,7009,2069,9,0,99,5,578,10,1805,16,3207,0.1563,20,361,1780,4,8,20338,1
7200,7209,2137,11,1,101,5,580,13,1788,20,3281,0.1563,20,328,1791,3,6,20927,1
7400,7409,2188,13,0,102,6,590,14,1852,19,3372,0.1742,20,353,1835,4,8,21523,1
7600,7609,2251,15,0,102,5,598,13,1845,20,3440,0.1797,20,372,1884,4,8,22112,1
7800,7809,2310,17,0,98,5,577,17,1854,20,3490,0.1936,20,392,1873,4,8,22704,1
8000,8009,2377,20,1,101,5,588,16,1861,19,3581,0.1729,20,418,1914,3,6,23285,1
8200,8209,2442,22,0,102,10,594,18,1898,20,3635,0.1948,20,392,1898,4,8,23871,1
8400,8409,2503,24,0,103,6,598,12,1930,19,3749,0.181,20,440,1924,4,8,24441,1
